DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Vict Descent Full,Vict Age Group,Time_Formatted,Hour,Time_Category,Date_Rptd,DATE_OCC,Year,Month,DayOfWeek,Reporting_Delay,Delay_Category,zip_code
221310571,05/03/2022 12:00:00 AM,09/01/2021 12:00:00 AM,900,13,Newton,1394,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1259 0913 0500 1251 0553,15,F,H,122,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,,,,Hispanic,Adolescents (13-17),9:00,9,Morning (6-12),2022-05-03,2021-09-01,2021,Sep,Wed,244,1-12 months,90003.0
220804294,01/08/2022 12:00:00 AM,09/12/2021 12:00:00 AM,1600,8,West LA,842,2,860,BATTERY WITH SEXUAL CONTACT,0503 0522 0448,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Adults (25-49),16:00,16,Afternoon (12-18),2022-01-08,2021-09-12,2021,Sep,Sun,118,1-12 months,90025.0
212106572,03/14/2021 12:00:00 AM,03/12/2021 12:00:00 AM,400,21,Topanga,2185,1,121,"RAPE, FORCIBLE",2000 0400 0527 1814 2002 1402 0913,24,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Black,Young Adults (18-24),4:00,4,Night (0-6),2021-03-14,2021-03-12,2021,Mar,Fri,2,1-7 days,91364.0
210608803,04/23/2021 12:00:00 AM,04/22/2021 12:00:00 AM,2230,6,Hollywood,631,1,121,"RAPE, FORCIBLE",1817 1206 0940 0942 1234 0500 1501 0400,24,F,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,White,Young Adults (18-24),22:30,22,Evening (18-24),2021-04-23,2021-04-22,2021,Apr,Thu,1,0-1 days,90069.0
231413515,05/09/2023 12:00:00 AM,06/16/2021 12:00:00 AM,1930,14,Pacific,1496,1,121,"RAPE, FORCIBLE",0527 0432 0501 0510 0531 0536 0537 1811 0913 1815,39,F,H,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adults (25-49),19:30,19,Evening (18-24),2023-05-09,2021-06-16,2021,Jun,Wed,692,Over 1 year,90045.0
211213395,06/04/2021 12:00:00 AM,06/01/2021 12:00:00 AM,800,12,77th Street,1256,1,121,"RAPE, FORCIBLE",1415 1258 2004 0527 1309 1822 0510 0526 0516 0503,12,F,H,121,YARD (RESIDENTIAL/BUSINESS),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,812.0,,,Hispanic,Children (0-12),8:00,8,Morning (6-12),2021-06-04,2021-06-01,2021,Jun,Tue,3,1-7 days,90044.0
210608839,04/23/2021 12:00:00 AM,04/22/2021 12:00:00 AM,2200,6,Hollywood,645,1,122,"RAPE, ATTEMPTED",0418 0443 1817 0400,30,F,W,122,"VEHICLE, PASSENGER/TRUCK",511.0,VERBAL THREAT,122,910.0,,,White,Adults (25-49),22:00,22,Evening (18-24),2021-04-23,2021-04-22,2021,Apr,Thu,1,0-1 days,90028.0
210318902,11/11/2021 12:00:00 AM,11/11/2021 12:00:00 AM,1200,3,Southwest,312,1,121,"RAPE, FORCIBLE",0418 1822,45,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Adults (25-49),12:00,12,Afternoon (12-18),2021-11-11,2021-11-11,2021,Nov,Thu,0,0-1 days,90016.0
212015134,10/01/2021 12:00:00 AM,09/29/2021 12:00:00 AM,330,20,Olympic,2063,2,860,BATTERY WITH SEXUAL CONTACT,1822 0551,52,M,A,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,888.0,,,Asian,Older Adults (50+),3:30,3,Night (0-6),2021-10-01,2021-09-29,2021,Sep,Wed,2,1-7 days,90006.0
211512206,07/21/2021 12:00:00 AM,06/01/2021 12:00:00 AM,2012,15,N Hollywood,1527,1,121,"RAPE, FORCIBLE",0400 0416 1402,17,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Adolescents (13-17),20:12,20,Evening (18-24),2021-07-21,2021-06-01,2021,Jun,Tue,50,1-12 months,91606.0
211305211,01/28/2021 12:00:00 AM,01/28/2021 12:00:00 AM,1000,13,Newton,1323,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0519 0913 1268,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,,,,Hispanic,Adults (25-49),10:00,10,Morning (6-12),2021-01-28,2021-01-28,2021,Jan,Thu,0,0-1 days,90011.0
210117729,09/29/2021 12:00:00 AM,09/28/2021 12:00:00 AM,1,1,Central,119,1,121,"RAPE, FORCIBLE",0500 1218 1268 2033 0408 0910,41,F,O,834,LA UNION STATION (NOT LINE SPECIFIC),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Other,Adults (25-49),0:01,0,Night (0-6),2021-09-29,2021-09-28,2021,Sep,Tue,1,0-1 days,90012.0
211315948,09/15/2021 12:00:00 AM,09/14/2021 12:00:00 AM,1500,13,Newton,1307,1,121,"RAPE, FORCIBLE",0500 1415 1402 2004 1218 2060 0913,24,F,B,158,TRANSIENT ENCAMPMENT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Black,Young Adults (18-24),15:00,15,Afternoon (12-18),2021-09-15,2021-09-14,2021,Sep,Tue,1,0-1 days,90021.0
212013243,08/16/2021 12:00:00 AM,08/16/2021 12:00:00 AM,445,20,Olympic,2002,2,860,BATTERY WITH SEXUAL CONTACT,0913 0522,25,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Adults (25-49),4:45,4,Night (0-6),2021-08-16,2021-08-16,2021,Aug,Mon,0,0-1 days,90004.0
210100608,04/01/2021 12:00:00 AM,04/01/2021 12:00:00 AM,2145,1,Central,192,2,860,BATTERY WITH SEXUAL CONTACT,0400 1414 2004 0910 0522,54,F,B,933,MTA - BLUE LINE - GRAND/LATTC,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Black,Older Adults (50+),21:45,21,Evening (18-24),2021-04-01,2021-04-01,2021,Apr,Thu,0,0-1 days,90015.0
210508449,04/27/2021 12:00:00 AM,01/01/2021 12:00:00 AM,1800,5,Harbor,521,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 0913 1251 1258 0527,13,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",810,,,,Hispanic,Adolescents (13-17),18:00,18,Evening (18-24),2021-04-27,2021-01-01,2021,Jan,Fri,116,1-12 months,90732.0
210320813,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,1835,3,Southwest,301,2,860,BATTERY WITH SEXUAL CONTACT,0522 0448,24,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Young Adults (18-24),18:35,18,Evening (18-24),2021-12-28,2021-12-28,2021,Dec,Tue,0,0-1 days,90016.0
210415083,11/18/2021 12:00:00 AM,11/15/2021 12:00:00 AM,214,4,Hollenbeck,455,2,860,BATTERY WITH SEXUAL CONTACT,0522 0503,21,F,O,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Other,Young Adults (18-24),2:14,2,Night (0-6),2021-11-18,2021-11-15,2021,Nov,Mon,3,1-7 days,90033.0
210301132,10/28/2021 12:00:00 AM,10/27/2021 12:00:00 AM,2300,3,Southwest,334,1,121,"RAPE, FORCIBLE",0500 1822 1251 2034 1206,20,F,H,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Young Adults (18-24),23:00,23,Evening (18-24),2021-10-28,2021-10-27,2021,Oct,Wed,1,0-1 days,90018.0
211308434,04/11/2021 12:00:00 AM,04/11/2021 12:00:00 AM,1150,13,Newton,1367,2,860,BATTERY WITH SEXUAL CONTACT,0448 0500 1822,15,F,H,203,OTHER BUSINESS,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adolescents (13-17),11:50,11,Morning (6-12),2021-04-11,2021-04-11,2021,Apr,Sun,0,0-1 days,90058.0
221108431,04/27/2022 12:00:00 AM,06/01/2021 12:00:00 AM,1200,11,Northeast,1113,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1259 1206 2001 0500 1814 0527 0913,16,F,W,501,SINGLE FAMILY DWELLING,,,810,,,,White,Adolescents (13-17),12:00,12,Afternoon (12-18),2022-04-27,2021-06-01,2021,Jun,Tue,330,1-12 months,90065.0
211008486,05/28/2021 12:00:00 AM,05/27/2021 12:00:00 AM,1200,10,West Valley,1028,2,860,BATTERY WITH SEXUAL CONTACT,0500 2029 0551 1822 0448 0503 0345,44,F,W,101,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Adults (25-49),12:00,12,Afternoon (12-18),2021-05-28,2021-05-27,2021,May,Thu,1,0-1 days,91406.0
211317013,10/05/2021 12:00:00 AM,10/05/2021 12:00:00 AM,2300,13,Newton,1323,2,860,BATTERY WITH SEXUAL CONTACT,0913 2004 1218 0500,33,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),23:00,23,Evening (18-24),2021-10-05,2021-10-05,2021,Oct,Tue,0,0-1 days,90011.0
210311596,06/13/2021 12:00:00 AM,06/12/2021 12:00:00 AM,1800,3,Southwest,332,1,121,"RAPE, FORCIBLE",0913 0522 0334 1218 0443 0527 1817 0432 2033,46,F,B,501,SINGLE FAMILY DWELLING,106.0,UNKNOWN FIREARM,121,,,,Black,Adults (25-49),18:00,18,Evening (18-24),2021-06-13,2021-06-12,2021,Jun,Sat,1,0-1 days,90016.0
231914165,09/14/2023 12:00:00 AM,05/20/2021 12:00:00 AM,1200,19,Mission,1995,1,121,"RAPE, FORCIBLE",0913 1818 0507 1261,45,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adults (25-49),12:00,12,Afternoon (12-18),2023-09-14,2021-05-20,2021,May,Thu,847,Over 1 year,91402.0
210909929,05/29/2021 12:00:00 AM,05/28/2021 12:00:00 AM,2000,9,Van Nuys,939,2,860,BATTERY WITH SEXUAL CONTACT,1402 1822 0500 0515,22,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,998.0,,,Black,Young Adults (18-24),20:00,20,Evening (18-24),2021-05-29,2021-05-28,2021,May,Fri,1,0-1 days,91401.0
221414899,08/09/2022 12:00:00 AM,12/28/2021 12:00:00 AM,2300,14,Pacific,1472,1,121,"RAPE, FORCIBLE",0527 1206,18,F,W,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,White,Young Adults (18-24),23:00,23,Evening (18-24),2022-08-09,2021-12-28,2021,Dec,Tue,224,1-12 months,90293.0
210514573,10/06/2021 12:00:00 AM,10/02/2021 12:00:00 AM,2230,5,Harbor,558,2,860,BATTERY WITH SEXUAL CONTACT,0942 0500 1259 1251 0913 2024 0400,16,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adolescents (13-17),22:30,22,Evening (18-24),2021-10-06,2021-10-02,2021,Oct,Sat,4,1-7 days,90731.0
212006889,03/19/2021 12:00:00 AM,03/09/2021 12:00:00 AM,1200,20,Olympic,2056,1,121,"RAPE, FORCIBLE",2000 0416 0446 0527 0417 1821 1241 0913,37,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Adults (25-49),12:00,12,Afternoon (12-18),2021-03-19,2021-03-09,2021,Mar,Tue,10,8-30 days,90006.0
211310655,06/03/2021 12:00:00 AM,06/01/2021 12:00:00 AM,2000,13,Newton,1307,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,2060 0519 2004 1218 0913 1415 1402 0527 0448 0429,29,F,B,158,TRANSIENT ENCAMPMENT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,998.0,,,Black,Adults (25-49),20:00,20,Evening (18-24),2021-06-03,2021-06-01,2021,Jun,Tue,2,1-7 days,90014.0
210206495,03/04/2021 12:00:00 AM,01/01/2021 12:00:00 AM,1200,2,Rampart,201,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0940 0519 0522 0532 0545 0913 1206,17,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",812,821.0,,,Hispanic,Adolescents (13-17),12:00,12,Afternoon (12-18),2021-03-04,2021-01-01,2021,Jan,Fri,62,1-12 months,90029.0
210510359,06/16/2021 12:00:00 AM,06/12/2021 12:00:00 AM,2200,5,Harbor,526,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0515 0522 0913 1820,44,F,W,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,White,Adults (25-49),22:00,22,Evening (18-24),2021-06-16,2021-06-12,2021,Jun,Sat,4,1-7 days,90744.0
211216610,07/27/2021 12:00:00 AM,07/25/2021 12:00:00 AM,300,12,77th Street,1268,1,121,"RAPE, FORCIBLE",2034 1219 0522 0503 0401 0551 0400 0537 1415 1822,22,F,H,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Young Adults (18-24),3:00,3,Night (0-6),2021-07-27,2021-07-25,2021,Jul,Sun,2,1-7 days,90003.0
211508566,04/27/2021 12:00:00 AM,04/27/2021 12:00:00 AM,900,15,N Hollywood,1585,2,860,BATTERY WITH SEXUAL CONTACT,0913 0361 0522 0551 0400,22,F,W,717,HEALTH SPA/GYM,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Young Adults (18-24),9:00,9,Morning (6-12),2021-04-27,2021-04-27,2021,Apr,Tue,0,0-1 days,91604.0
211512511,07/29/2021 12:00:00 AM,07/23/2021 12:00:00 AM,1500,15,N Hollywood,1599,2,860,BATTERY WITH SEXUAL CONTACT,0551 0448 0522 1802 0913 1820,58,M,W,202,LIQUOR STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Older Adults (50+),15:00,15,Afternoon (12-18),2021-07-29,2021-07-23,2021,Jul,Fri,6,1-7 days,90068.0
211105673,02/18/2021 12:00:00 AM,02/16/2021 12:00:00 AM,130,11,Northeast,1107,2,860,BATTERY WITH SEXUAL CONTACT,0913 0603 0448 0522,22,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Young Adults (18-24),1:30,1,Night (0-6),2021-02-18,2021-02-16,2021,Feb,Tue,2,1-7 days,90042.0
211708177,05/05/2021 12:00:00 AM,05/04/2021 12:00:00 AM,200,17,Devonshire,1791,2,860,BATTERY WITH SEXUAL CONTACT,0448 0522 1814 0913 0444 0500,21,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Asian,Young Adults (18-24),2:00,2,Night (0-6),2021-05-05,2021-05-04,2021,May,Tue,1,0-1 days,91304.0
210508500,04/28/2021 12:00:00 AM,04/03/2021 12:00:00 AM,2300,5,Harbor,525,1,121,"RAPE, FORCIBLE",1814 0913 2033 0400 0527,42,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adults (25-49),23:00,23,Evening (18-24),2021-04-28,2021-04-03,2021,Apr,Sat,25,8-30 days,90744.0
211909600,06/09/2021 12:00:00 AM,06/07/2021 12:00:00 AM,520,19,Mission,1972,2,860,BATTERY WITH SEXUAL CONTACT,0913 0510 0550 0522 1817 2004,18,M,O,507,CONDOMINIUM/TOWNHOUSE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Other,Young Adults (18-24),5:20,5,Night (0-6),2021-06-09,2021-06-07,2021,Jun,Mon,2,1-7 days,91343.0
210709995,06/19/2021 12:00:00 AM,06/19/2021 12:00:00 AM,15,7,Wilshire,734,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1206 0942 1820 0913 0360 1402 1409,18,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,Black,Young Adults (18-24),0:15,0,Night (0-6),2021-06-19,2021-06-19,2021,Jun,Sat,0,0-1 days,90036.0
210509369,05/21/2021 12:00:00 AM,04/30/2021 12:00:00 AM,1,5,Harbor,518,1,121,"RAPE, FORCIBLE",0500 1259 2033 0400 1822,15,F,H,710,OTHER PREMISE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Adolescents (13-17),0:01,0,Night (0-6),2021-05-21,2021-04-30,2021,Apr,Fri,21,8-30 days,90744.0
210311573,06/12/2021 12:00:00 AM,06/12/2021 12:00:00 AM,230,3,Southwest,362,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,0515 0522 0913 1218 0448,35,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",815,,,,Hispanic,Adults (25-49),2:30,2,Night (0-6),2021-06-12,2021-06-12,2021,Jun,Sat,0,0-1 days,90008.0
211917003,12/23/2021 12:00:00 AM,12/21/2021 12:00:00 AM,330,19,Mission,1994,1,121,"RAPE, FORCIBLE",1415 1822 0522 1210 0527,52,F,H,158,TRANSIENT ENCAMPMENT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,Hispanic,Older Adults (50+),3:30,3,Night (0-6),2021-12-23,2021-12-21,2021,Dec,Tue,2,1-7 days,91402.0
211611815,09/25/2021 12:00:00 AM,09/22/2021 12:00:00 AM,2200,16,Foothill,1685,2,860,BATTERY WITH SEXUAL CONTACT,0400 1822 0448 0500 0522 0345,49,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adults (25-49),22:00,22,Evening (18-24),2021-09-25,2021-09-22,2021,Sep,Wed,3,1-7 days,91605.0
211222238,10/25/2021 12:00:00 AM,09/01/2021 12:00:00 AM,900,12,77th Street,1203,2,860,BATTERY WITH SEXUAL CONTACT,1258 1251 1815 0913 0522 0551,12,F,H,720,JUNIOR HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Children (0-12),9:00,9,Morning (6-12),2021-10-25,2021-09-01,2021,Sep,Wed,54,1-12 months,90062.0
211211724,05/06/2021 12:00:00 AM,05/05/2021 12:00:00 AM,300,12,77th Street,1241,1,121,"RAPE, FORCIBLE",1402 1415 0913 0527 0500 2001 2021,42,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Black,Adults (25-49),3:00,3,Night (0-6),2021-05-06,2021-05-05,2021,May,Wed,1,0-1 days,90043.0
220304006,12/30/2021 12:00:00 AM,12/26/2021 12:00:00 AM,1700,3,Southwest,373,1,121,"RAPE, FORCIBLE",1822 1218 0334 0400 0527 1309 2021 2033,33,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,121,761.0,,,Black,Adults (25-49),17:00,17,Afternoon (12-18),2021-12-30,2021-12-26,2021,Dec,Sun,4,1-7 days,90008.0
211909198,05/26/2021 12:00:00 AM,05/23/2021 12:00:00 AM,200,19,Mission,1961,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",1206 1822 1259 0527,15,F,B,505,MOTEL,,,810,,,,Black,Adolescents (13-17),2:00,2,Night (0-6),2021-05-26,2021-05-23,2021,May,Sun,3,1-7 days,91343.0
211715883,11/25/2021 12:00:00 AM,11/25/2021 12:00:00 AM,1400,17,Devonshire,1785,1,820,ORAL COPULATION,2000 0913 1300 1813 0417 0416 0447 0512,29,F,O,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",820,,,,Other,Adults (25-49),14:00,14,Afternoon (12-18),2021-11-25,2021-11-25,2021,Nov,Thu,0,0-1 days,91325.0
210509754,05/31/2021 12:00:00 AM,05/30/2021 12:00:00 AM,2300,5,Harbor,541,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,1206 1415 1409 2034 1822,25,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,815,998.0,,,White,Adults (25-49),23:00,23,Evening (18-24),2021-05-31,2021-05-30,2021,May,Sun,1,0-1 days,90732.0
222108493,04/28/2022 12:00:00 AM,12/03/2021 12:00:00 AM,1200,21,Topanga,2156,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0533 2024,14,F,H,727,SHOPPING MALL (COMMON AREA),,,810,,,,Hispanic,Adolescents (13-17),12:00,12,Afternoon (12-18),2022-04-28,2021-12-03,2021,Dec,Fri,146,1-12 months,91303.0
210508994,05/07/2021 12:00:00 AM,01/01/2021 12:00:00 AM,600,5,Harbor,585,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",0527 0533 1251 1258 2024 0913,12,F,H,501,SINGLE FAMILY DWELLING,,,810,,,,Hispanic,Children (0-12),6:00,6,Morning (6-12),2021-05-07,2021-01-01,2021,Jan,Fri,126,1-12 months,90731.0
210217677,11/17/2021 12:00:00 AM,09/13/2021 12:00:00 AM,100,2,Rampart,237,2,860,BATTERY WITH SEXUAL CONTACT,1251 1259 0913 1820 1206 0510 0400 0522,17,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Adolescents (13-17),1:00,1,Night (0-6),2021-11-17,2021-09-13,2021,Sep,Mon,65,1-12 months,90026.0
221319132,10/10/2022 12:00:00 AM,12/01/2021 12:00:00 AM,745,13,Newton,1353,2,860,BATTERY WITH SEXUAL CONTACT,1258 1824 0448 0503 0551 0913 2024 1815 1251,12,F,H,720,JUNIOR HIGH SCHOOL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,Hispanic,Children (0-12),7:45,7,Morning (6-12),2022-10-10,2021-12-01,2021,Dec,Wed,313,1-12 months,90011.0
210514977,10/17/2021 12:00:00 AM,10/16/2021 12:00:00 AM,800,5,Harbor,557,1,121,"RAPE, FORCIBLE",1206 1402 1309 1415 1218 2004 0515 0527 1822 0532,45,F,W,103,ALLEY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,998.0,,,White,Adults (25-49),8:00,8,Morning (6-12),2021-10-17,2021-10-16,2021,Oct,Sat,1,0-1 days,90731.0
211012517,09/20/2021 12:00:00 AM,09/20/2021 12:00:00 AM,1000,10,West Valley,1006,2,860,BATTERY WITH SEXUAL CONTACT,0913 0503 0522 0551 0500,44,F,W,701,HOSPITAL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",860,,,,White,Adults (25-49),10:00,10,Morning (6-12),2021-09-20,2021-09-20,2021,Sep,Mon,0,0-1 days,91325.0
210318423,11/06/2021 12:00:00 AM,11/05/2021 12:00:00 AM,1130,3,Southwest,328,1,121,"RAPE, FORCIBLE",1206 1822 1251 0527 1402 1409 1415,18,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,White,Young Adults (18-24),11:30,11,Morning (6-12),2021-11-06,2021-11-05,2021,Nov,Fri,1,0-1 days,90007.0
210712643,09/01/2021 12:00:00 AM,09/01/2021 12:00:00 AM,140,7,Wilshire,765,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0940 1822 0908 0519 0516,19,F,H,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,,,,Hispanic,Young Adults (18-24),1:40,1,Night (0-6),2021-09-01,2021-09-01,2021,Sep,Wed,0,0-1 days,90019.0
211312676,07/13/2021 12:00:00 AM,05/03/2021 12:00:00 AM,1,13,Newton,1347,1,122,"RAPE, ATTEMPTED",1402 1251 0500 0432 0913 0558,15,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",122,998.0,,,Hispanic,Adolescents (13-17),0:01,0,Night (0-6),2021-07-13,2021-05-03,2021,May,Mon,71,1-12 months,90058.0
210814989,10/09/2021 12:00:00 AM,01/17/2021 12:00:00 AM,2200,8,West LA,857,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,0519 0545 0913 1823,34,M,W,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",821,,,,White,Adults (25-49),22:00,22,Evening (18-24),2021-10-09,2021-01-17,2021,Jan,Sun,265,1-12 months,90035.0
211908261,05/02/2021 12:00:00 AM,04/23/2021 12:00:00 AM,2300,19,Mission,1924,1,121,"RAPE, FORCIBLE",1206 1822 0342 0527 1218,22,F,H,503,HOTEL,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",121,,,,Hispanic,Young Adults (18-24),23:00,23,Evening (18-24),2021-05-02,2021-04-23,2021,Apr,Fri,9,8-30 days,91342.0
